Model,Seed,Epoch,Train_Loss,Test_Loss,Train_Acc,Test_Acc,F1,AUROC,Epoch_time
SteerableGCNN_Adam_lr0.01_wd0.0,67,16,0.301,0.5627,0.8721,0.76,0.7415,0.8441,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,17,0.296,0.6864,0.8752,0.7164,0.633,0.8638,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,67,18,0.2949,0.6177,0.875,0.7503,0.6949,0.8848,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,19,0.2892,1.3138,0.8793,0.5789,0.2895,0.8522,26.57
SteerableGCNN_Adam_lr0.01_wd0.0,67,20,0.2893,0.4952,0.8774,0.7857,0.7733,0.8691,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,67,21,0.2808,1.4066,0.8814,0.5917,0.3248,0.8649,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,67,22,0.2856,0.6308,0.8813,0.749,0.709,0.8455,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,67,23,0.2807,0.7183,0.8811,0.7105,0.624,0.8561,26.61
SteerableGCNN_Adam_lr0.01_wd0.0,67,24,0.2806,0.8657,0.8813,0.6645,0.5187,0.8584,26.6
SteerableGCNN_Adam_lr0.01_wd0.0,67,25,0.281,0.6201,0.882,0.7361,0.6858,0.8511,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,26,0.2796,0.6438,0.8824,0.7134,0.7627,0.8423,26.62
SteerableGCNN_Adam_lr0.01_wd0.0,67,27,0.2764,0.5385,0.8814,0.7675,0.7422,0.8648,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,28,0.2873,0.5637,0.8737,0.7552,0.7826,0.859,26.63
SteerableGCNN_Adam_lr0.01_wd0.0,67,29,0.2959,0.5957,0.8713,0.7336,0.6869,0.8429,26.65
SteerableGCNN_Adam_lr0.01_wd0.0,67,30,0.309,0.6121,0.8669,0.7439,0.7044,0.8374,26.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,1,0.5871,0.6013,0.671,0.6532,0.7255,0.7589,23.11
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,2,0.472,0.5807,0.7739,0.7229,0.6893,0.8219,22.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,3,0.4068,0.5045,0.8139,0.7618,0.776,0.8395,22.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,4,0.3907,0.5123,0.8196,0.7668,0.7598,0.851,22.34
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,5,0.3802,0.5427,0.8249,0.75,0.7334,0.843,22.34
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,6,0.3749,0.5104,0.8298,0.7663,0.7788,0.8471,22.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,7,0.3651,0.5175,0.835,0.7635,0.7495,0.8549,22.34
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,8,0.3541,0.5048,0.8411,0.7669,0.7644,0.8508,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,9,0.3483,0.5103,0.8421,0.7673,0.7676,0.8537,22.34
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,10,0.3313,0.5259,0.8542,0.7639,0.7436,0.8624,22.32
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,11,0.3146,0.4764,0.8651,0.7829,0.7791,0.8706,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,12,0.3108,0.5255,0.8661,0.7566,0.7174,0.8743,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,13,0.3007,0.5853,0.869,0.7457,0.6948,0.8742,22.32
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,14,0.2978,0.4969,0.8743,0.7726,0.7604,0.8676,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,15,0.2913,0.7073,0.8756,0.7001,0.6134,0.8566,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,16,0.2875,0.4703,0.8779,0.7867,0.7832,0.8737,22.31
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,17,0.2866,0.5323,0.8784,0.7612,0.7371,0.8649,22.32
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,18,0.2756,0.5043,0.8857,0.778,0.7597,0.8755,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,19,0.2764,0.5247,0.8852,0.7613,0.7316,0.8704,22.33
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,20,0.2742,0.641,0.8855,0.7366,0.6783,0.8645,22.35
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,21,0.2751,0.538,0.8841,0.7627,0.7327,0.8675,22.36
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,22,0.2754,0.5361,0.8842,0.7569,0.7202,0.8807,22.27
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,23,0.268,0.5085,0.89,0.7771,0.7613,0.8695,22.37
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,24,0.2661,0.4815,0.8914,0.7807,0.7798,0.8716,22.42
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,25,0.2714,0.6302,0.8861,0.739,0.6891,0.8607,22.44
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,26,0.2618,0.5588,0.8923,0.7598,0.7305,0.8631,22.51
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,27,0.2609,0.5647,0.8939,0.7595,0.7207,0.8784,22.52
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,28,0.26,0.5295,0.8945,0.7654,0.7393,0.87,22.52
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,29,0.2542,0.5771,0.8971,0.7592,0.7248,0.8679,22.51
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,42,30,0.2495,0.5217,0.8984,0.7703,0.762,0.8623,22.51
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,1,0.5852,0.616,0.6703,0.652,0.7219,0.5764,22.57
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,2,0.5657,0.6337,0.6823,0.6502,0.713,0.5969,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,3,0.5622,0.6034,0.6867,0.6552,0.7328,0.5782,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,4,0.5622,0.6245,0.6855,0.6469,0.7133,0.5674,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,5,0.5542,0.6033,0.6949,0.6606,0.7317,0.5913,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,6,0.555,0.6085,0.6934,0.6591,0.7348,0.5893,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,7,0.552,0.671,0.6966,0.6619,0.6827,0.7667,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,8,0.4333,0.5192,0.8038,0.7575,0.7459,0.8375,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,9,0.3822,0.5615,0.8307,0.7266,0.6865,0.8417,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,10,0.3623,0.5222,0.8429,0.7519,0.7326,0.8474,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,11,0.3536,0.5502,0.8419,0.7346,0.7074,0.8402,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,12,0.3458,0.5151,0.8465,0.7588,0.7497,0.8457,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,13,0.3335,0.5276,0.8508,0.7571,0.7274,0.8685,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,14,0.3215,0.5327,0.8591,0.7641,0.741,0.8688,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,15,0.3133,0.4986,0.8625,0.7756,0.7678,0.8697,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,16,0.3055,0.5119,0.8659,0.7684,0.7439,0.8767,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,17,0.2971,0.4818,0.8712,0.7854,0.7798,0.8719,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,18,0.2948,0.517,0.8738,0.7758,0.7578,0.8719,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,19,0.2866,0.4953,0.8786,0.7865,0.7677,0.884,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,20,0.2793,0.4767,0.8812,0.7831,0.7842,0.8708,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,21,0.2791,0.5479,0.8813,0.7581,0.7368,0.8596,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,22,0.2708,0.5095,0.8867,0.7787,0.7595,0.8764,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,23,0.2719,0.5089,0.8861,0.7734,0.7656,0.8626,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,24,0.2689,0.4938,0.8868,0.7893,0.7761,0.8808,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,25,0.2685,0.5008,0.8883,0.7895,0.7797,0.876,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,26,0.2642,0.5178,0.8899,0.7755,0.7573,0.8745,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,27,0.2609,0.496,0.8901,0.7781,0.7658,0.8732,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,28,0.2575,0.5443,0.8931,0.764,0.736,0.8777,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,29,0.2615,0.4902,0.8922,0.7868,0.7787,0.8775,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,15,30,0.2554,0.4984,0.8953,0.7756,0.7622,0.8737,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,1,0.512,0.5097,0.7441,0.7604,0.7764,0.8266,22.62
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,2,0.4288,0.4668,0.8054,0.7867,0.7936,0.8569,22.62
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,3,0.4108,0.5055,0.8124,0.7532,0.725,0.8657,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,4,0.4006,0.4761,0.8165,0.7814,0.7821,0.8602,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,5,0.3895,0.4852,0.821,0.7661,0.7547,0.861,22.62
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,6,0.3791,0.486,0.8262,0.7688,0.7425,0.8778,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,7,0.3702,0.4651,0.8297,0.7987,0.81,0.8679,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,8,0.3523,0.4572,0.8431,0.7937,0.8117,0.871,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,9,0.3478,0.4975,0.843,0.7693,0.7627,0.8625,22.64
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,10,0.335,0.4694,0.8495,0.7896,0.7916,0.8681,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,11,0.3285,0.5857,0.8541,0.7195,0.6501,0.8689,22.62
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,12,0.3245,0.4942,0.8593,0.7683,0.756,0.8614,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,13,0.3121,0.4674,0.8633,0.7826,0.7884,0.8684,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,14,0.3147,0.466,0.8646,0.7775,0.7891,0.8656,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,15,0.306,0.5084,0.8687,0.7798,0.778,0.8626,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,16,0.3034,0.5382,0.8707,0.7488,0.709,0.8629,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,17,0.3043,0.4909,0.8696,0.7805,0.7637,0.8774,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,18,0.2952,0.5292,0.8742,0.7597,0.7342,0.8643,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,19,0.292,0.5152,0.8772,0.7757,0.7653,0.8653,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,20,0.2904,0.5651,0.8782,0.7597,0.7467,0.8508,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,21,0.2883,0.5577,0.88,0.7589,0.7617,0.8395,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,22,0.2916,0.5293,0.8752,0.7665,0.7856,0.8584,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,23,0.2896,0.5722,0.8779,0.7602,0.7281,0.8661,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,24,0.2762,0.6212,0.8855,0.7385,0.6936,0.8596,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,25,0.2793,0.5674,0.8822,0.7587,0.735,0.8563,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,26,0.2786,0.583,0.8818,0.7466,0.7106,0.8539,22.61
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,27,0.2764,0.5926,0.8813,0.7384,0.7007,0.8525,22.59
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,28,0.273,0.5392,0.8878,0.7542,0.7214,0.8641,22.6
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,29,0.2698,0.5567,0.8872,0.7553,0.7294,0.86,22.58
GCNN_CYCLIC_4_AdamW_lr0.001_wd0.0001,67,30,0.2685,0.5854,0.8902,0.7425,0.7053,0.8486,22.59
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,1,0.5036,0.6365,0.7446,0.6866,0.7561,0.8025,43.0
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,2,0.4354,0.5164,0.7975,0.7587,0.7559,0.8367,43.06
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,3,0.4108,0.5243,0.8086,0.7572,0.7624,0.8297,43.09
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,4,0.401,0.5005,0.8145,0.7746,0.7703,0.8509,43.13
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,5,0.3889,0.5556,0.8233,0.7412,0.7253,0.8302,43.15
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,6,0.3812,0.5939,0.8275,0.7261,0.6813,0.8369,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,7,0.3721,0.5771,0.8312,0.7438,0.7295,0.8326,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,8,0.3637,0.5541,0.8353,0.7546,0.7584,0.8378,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,9,0.3573,0.4878,0.8393,0.7732,0.7794,0.8522,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,10,0.3489,0.6075,0.8431,0.738,0.7015,0.8408,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,11,0.3327,0.5047,0.8503,0.7699,0.7788,0.8545,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,12,0.3379,0.5252,0.851,0.7627,0.7572,0.8491,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,13,0.3246,0.5174,0.8574,0.7539,0.7301,0.8529,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,14,0.3236,0.5197,0.8551,0.7652,0.7575,0.8507,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,15,0.3156,0.5614,0.8639,0.7528,0.7377,0.8458,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,16,0.3032,0.5996,0.8682,0.7332,0.7042,0.8279,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,17,0.3024,0.6638,0.869,0.7232,0.6747,0.8215,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,18,0.2955,0.7053,0.874,0.73,0.6809,0.8266,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,19,0.2955,0.5892,0.8729,0.7323,0.7297,0.8167,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,20,0.2843,0.6357,0.8802,0.7452,0.7242,0.8276,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,21,0.2804,0.7748,0.8824,0.7146,0.6479,0.817,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,22,0.2829,0.7145,0.8802,0.709,0.632,0.832,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,23,0.2799,0.7367,0.8804,0.7167,0.6435,0.8273,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,24,0.2707,0.7265,0.8865,0.7216,0.6611,0.8297,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,25,0.2728,0.7321,0.8842,0.7186,0.6646,0.8167,43.24
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,26,0.2673,0.7534,0.8882,0.7212,0.6628,0.8265,43.24
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,27,0.2654,0.8457,0.8912,0.6961,0.5968,0.821,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,28,0.2581,0.7155,0.8929,0.7295,0.6811,0.8268,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,29,0.2583,0.7272,0.8947,0.7375,0.7038,0.8184,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,42,30,0.2546,0.7954,0.8952,0.7201,0.659,0.8097,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,1,0.4629,0.4906,0.7666,0.7613,0.7533,0.8507,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,2,0.4006,0.4964,0.8075,0.766,0.7716,0.8355,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,3,0.3874,0.522,0.8175,0.7542,0.7462,0.8444,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,4,0.3761,0.5961,0.8263,0.7239,0.6924,0.8344,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,5,0.3652,0.7256,0.8314,0.6699,0.5731,0.8309,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,6,0.346,0.504,0.8448,0.7648,0.7692,0.846,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,7,0.3367,0.5526,0.8498,0.7586,0.7347,0.8604,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,8,0.3234,0.6336,0.8573,0.7087,0.6627,0.8319,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,9,0.3134,0.6129,0.864,0.732,0.6806,0.8602,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,10,0.3069,0.5035,0.8652,0.7721,0.758,0.8696,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,11,0.3048,0.523,0.867,0.769,0.764,0.8542,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,12,0.2943,0.509,0.8726,0.7802,0.7664,0.8755,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,13,0.2925,0.5072,0.8724,0.7782,0.7792,0.8613,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,14,0.2839,0.4988,0.8779,0.7714,0.7694,0.8633,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,15,0.2796,0.5881,0.88,0.7562,0.7266,0.8625,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,16,0.2716,0.5903,0.885,0.7295,0.6885,0.8554,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,17,0.2711,0.7994,0.887,0.6764,0.5815,0.8353,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,18,0.2652,0.6016,0.8881,0.7453,0.7145,0.8555,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,19,0.2617,0.8311,0.8894,0.6689,0.5792,0.8199,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,20,0.2546,0.6824,0.8929,0.7134,0.6486,0.8538,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,21,0.2496,0.561,0.8961,0.754,0.7332,0.8598,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,22,0.2496,0.6213,0.8971,0.7508,0.717,0.857,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,23,0.2426,0.8059,0.9005,0.6968,0.6073,0.8425,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,24,0.2435,0.6535,0.8998,0.734,0.6991,0.8437,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,25,0.2386,0.7108,0.9017,0.7081,0.6625,0.8267,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,26,0.2339,0.7351,0.9048,0.726,0.6792,0.8416,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,27,0.2374,0.7043,0.9023,0.7259,0.6862,0.8373,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,28,0.2339,0.6944,0.9035,0.7316,0.6867,0.846,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,29,0.2292,0.6022,0.9074,0.7745,0.7549,0.8662,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,15,30,0.2304,0.9644,0.9059,0.6708,0.5617,0.8294,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,1,0.4813,0.494,0.7663,0.7756,0.7856,0.8356,43.18
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,2,0.4227,0.5072,0.8017,0.7702,0.7784,0.8404,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,3,0.4031,0.491,0.8111,0.7789,0.7859,0.8534,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,4,0.381,0.4947,0.8276,0.7704,0.7726,0.8517,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,5,0.3605,0.5588,0.8365,0.7353,0.7064,0.843,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,6,0.3441,0.5863,0.8487,0.7187,0.6667,0.8464,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,7,0.3312,0.5221,0.8549,0.7559,0.7333,0.8634,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,8,0.3239,0.4724,0.8582,0.7752,0.7551,0.8804,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,9,0.3107,0.4915,0.8675,0.7646,0.7516,0.8648,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,10,0.3095,0.4714,0.8649,0.7818,0.7726,0.8763,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,11,0.2971,0.4601,0.8729,0.7881,0.7845,0.8796,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,12,0.2943,0.4705,0.8748,0.7839,0.7702,0.8836,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,13,0.291,0.5611,0.8757,0.7522,0.7026,0.8899,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,14,0.2873,0.579,0.8778,0.7489,0.7097,0.8696,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,15,0.2829,0.5095,0.882,0.7679,0.746,0.8736,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,16,0.278,0.5017,0.8821,0.778,0.76,0.8786,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,17,0.2761,0.5445,0.8838,0.7497,0.7233,0.8602,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,18,0.2734,0.5755,0.8862,0.7546,0.7034,0.8917,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,19,0.2646,0.5119,0.8902,0.777,0.7497,0.8879,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,20,0.2602,0.5527,0.892,0.7546,0.7209,0.8676,43.19
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,21,0.2634,0.6511,0.8901,0.7314,0.6647,0.8757,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,22,0.2578,0.516,0.8911,0.7611,0.7505,0.8587,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,23,0.2568,0.6016,0.8932,0.7484,0.7025,0.8755,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,24,0.2544,0.6241,0.8947,0.7365,0.6833,0.8656,43.23
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,25,0.2533,0.5952,0.8947,0.748,0.7021,0.8727,43.22
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,26,0.2519,0.638,0.8943,0.742,0.683,0.8787,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,27,0.2475,0.8247,0.8999,0.671,0.5492,0.8495,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,28,0.2486,0.642,0.8996,0.7454,0.6943,0.8634,43.21
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,29,0.2448,0.5825,0.9015,0.765,0.7262,0.8824,43.2
GCNN_DIHEDRAL_4_Adam_lr0.01_wd0.0,67,30,0.2421,0.6378,0.9031,0.7432,0.6995,0.8595,43.21
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,1,0.6105,0.6235,0.6653,0.6432,0.7227,0.5542,26.4
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,2,0.5771,0.6147,0.676,0.6477,0.7192,0.584,26.4
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,3,0.5691,0.628,0.6806,0.6434,0.7033,0.5966,26.38
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,4,0.5839,0.6395,0.6642,0.6453,0.718,0.5693,26.38
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,5,0.5687,0.6384,0.6788,0.6441,0.7114,0.5682,26.38
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,6,0.5645,0.6045,0.6824,0.646,0.7231,0.5771,26.37
GCNN_CYCLIC_8_AdamW_lr0.001_wd0.0001,42,7,0.5616,0.6369,0.6875,0.6394,0.6988,0.6042,26.39
